Date,Open,High,Low,Close,Adj Close,Volume
2021-08-06,406.44000244140625,407.17999267578125,406.1700134277344,406.8599853515625,389.8449401855469,2486900
2021-08-09,406.75,407.04998779296875,405.69000244140625,406.4700012207031,389.47125244140625,1984400
2021-08-10,406.9100036621094,407.6700134277344,406.2300109863281,406.9800109863281,389.9599609375,2400700
2021-08-11,408.0,408.07000732421875,406.9100036621094,407.9599914550781,390.8989562988281,3554400
2021-08-12,407.82000732421875,409.3299865722656,406.9700012207031,409.1499938964844,392.0391845703125,2319300
2021-08-13,409.6400146484375,409.9599914550781,409.17999267578125,409.9599914550781,392.8153381347656,2253800
2021-08-16,408.7099914550781,411.010009765625,407.1499938964844,410.94000244140625,393.7543640136719,3379100
2021-08-17,408.4100036621094,409.04998779296875,405.30999755859375,408.2300109863281,391.1577453613281,5186300
2021-08-18,407.2200012207031,408.75,403.5400085449219,403.8399963378906,386.9512634277344,4878300
2021-08-19,401.0899963378906,405.54998779296875,400.92999267578125,404.4100036621094,387.4974365234375,5505700
2021-08-20,404.67999267578125,407.9200134277344,404.260009765625,407.6099853515625,390.5635986328125,3263600
2021-08-23,409.25,412.0799865722656,409.2300109863281,411.2200012207031,394.02264404296875,3259400
2021-08-24,411.8999938964844,412.3599853515625,411.3500061035156,411.8699951171875,394.6454162597656,3006500
2021-08-25,412.05999755859375,413.2099914550781,411.6700134277344,412.6300048828125,395.3736877441406,3261400
2021-08-26,412.4100036621094,412.6600036621094,410.20001220703125,410.2200012207031,393.0644226074219,4707600
2021-08-27,411.0899963378906,414.3299865722656,411.0199890136719,413.8599853515625,396.5522155761719,3882200
2021-08-30,414.6600036621094,416.55999755859375,414.3900146484375,415.760009765625,398.372802734375,2811800
2021-08-31,415.6600036621094,416.0199890136719,414.5799865722656,415.04998779296875,397.6924743652344,6062900
2021-09-01,416.04998779296875,416.5899963378906,415.1600036621094,415.489990234375,398.11407470703125,3256400
2021-09-02,416.79998779296875,417.44000244140625,415.5,416.7300109863281,399.3022155761719,2835500
2021-09-03,415.5799865722656,417.05999755859375,415.1600036621094,416.57000732421875,399.14886474609375,3740000
2021-09-07,416.2699890136719,416.2900085449219,414.4200134277344,415.0299987792969,397.6733093261719,3542500
2021-09-08,414.5299987792969,415.260009765625,412.6700134277344,414.6300048828125,397.2900085449219,4012600
2021-09-09,414.3399963378906,416.07000732421875,412.57000732421875,412.7699890136719,395.50775146484375,3887800
2021-09-10,414.69000244140625,415.1000061035156,409.4200134277344,409.5799865722656,392.451171875,4035500
2021-09-13,412.5199890136719,412.7099914550781,408.30999755859375,410.5400085449219,393.3710632324219,4738300
2021-09-14,412.0199890136719,412.17999267578125,407.489990234375,408.4100036621094,391.33013916015625,3657700
2021-09-15,408.7900085449219,412.260009765625,407.70001220703125,411.82000732421875,394.5975646972656,3891400
2021-09-16,411.2699890136719,412.19000244140625,408.2300109863281,411.1099853515625,393.91717529296875,3351500
2021-09-17,410.3500061035156,410.7799987792969,406.7699890136719,407.0799865722656,390.0557556152344,5396100
2021-09-20,401.1099853515625,402.6400146484375,395.57000732421875,400.42999267578125,383.6838684082031,10942700
2021-09-21,402.6600036621094,403.8999938964844,399.44000244140625,400.0400085449219,383.3102111816406,6418100
2021-09-22,402.1700134277344,405.8500061035156,401.260009765625,403.8999938964844,387.0087585449219,6004800
2021-09-23,405.7099914550781,410.32000732421875,405.4700012207031,408.7799987792969,391.6847229003906,4098000
2021-09-24,407.1700134277344,410.1300048828125,406.95001220703125,409.4599914550781,392.3362121582031,3417700
2021-09-27,408.4200134277344,409.57000732421875,407.5899963378906,408.29998779296875,391.2247314453125,3546600
2021-09-28,405.54998779296875,405.8699951171875,399.3299865722656,400.1400146484375,383.4059753417969,8234300
2021-09-29,400.1000061035156,401.7900085449219,398.8599853515625,399.4599914550781,384.0096740722656,4724200
2021-09-30,400.8500061035156,401.5199890136719,394.3399963378906,394.3999938964844,379.1454162597656,9511200
2021-10-01,396.2300109863281,400.8500061035156,392.7699890136719,399.1199951171875,383.682861328125,8482200
2021-10-04,398.1199951171875,398.94000244140625,391.9599914550781,394.2099914550781,378.9627380371094,8820400
2021-10-05,395.55999755859375,400.3500061035156,394.7900085449219,398.0400085449219,382.6446533203125,5523200
2021-10-06,394.6499938964844,400.0199890136719,393.05999755859375,399.80999755859375,384.3462219238281,6590000
2021-10-07,403.07000732421875,406.04998779296875,402.8500061035156,403.25,387.653076171875,4409200
2021-10-08,404.0400085449219,404.3900146484375,401.94000244140625,402.489990234375,386.9225158691406,3960900
2021-10-11,401.9100036621094,404.739990234375,399.55999755859375,399.55999755859375,384.1058654785156,3695700
2021-10-12,400.54998779296875,400.9200134277344,397.8699951171875,398.760009765625,383.3367919921875,6201300
2021-10-13,399.6400146484375,400.8800048828125,396.75,400.0400085449219,384.56732177734375,6492400
2021-10-14,403.70001220703125,406.95001220703125,403.2200012207031,406.760009765625,391.02740478515625,3785200
2021-10-15,408.9200134277344,410.260009765625,408.2799987792969,409.92999267578125,394.07476806640625,3501600
2021-10-18,408.20001220703125,411.4599914550781,407.5299987792969,411.17999267578125,395.2763977050781,3402700
2021-10-19,412.739990234375,414.3800048828125,412.1400146484375,414.3800048828125,398.3526306152344,2838300
2021-10-20,414.739990234375,416.2200012207031,414.6499938964844,415.989990234375,399.9003601074219,3208200
2021-10-21,415.3800048828125,417.239990234375,414.94000244140625,417.010009765625,400.88092041015625,2579500
2021-10-22,416.5799865722656,418.0,414.70001220703125,416.5899963378906,400.4771728515625,3648900
2021-10-25,417.6400146484375,419.1400146484375,415.92999267578125,418.75,402.5535888671875,2511500
2021-10-26,420.2699890136719,421.5299987792969,418.8599853515625,419.1499938964844,402.9381103515625,3085300
2021-10-27,419.6600036621094,420.2900085449219,417.2799987792969,417.3299865722656,401.18853759765625,2873500
2021-10-28,418.7799987792969,421.44000244140625,418.75,421.4100036621094,405.11077880859375,3643600
2021-10-29,419.1499938964844,422.5199890136719,418.8699951171875,422.1600036621094,405.8317565917969,4637400
2021-11-01,423.19000244140625,423.57000732421875,421.2799987792969,423.04998779296875,406.6872863769531,3937300
2021-11-02,423.1499938964844,424.9599914550781,423.010009765625,424.69000244140625,408.26385498046875,2989200
2021-11-03,424.1400146484375,427.6600036621094,423.69000244140625,427.25,410.724853515625,3562900
2021-11-04,427.8500061035156,429.3699951171875,427.5400085449219,429.25,412.6474609375,4287300
2021-11-05,431.54998779296875,432.760009765625,429.29998779296875,430.7099914550781,414.0509948730469,4942900
2021-11-08,431.8800048828125,432.3399963378906,430.5,431.2300109863281,414.5508728027344,3511600
2021-11-09,431.55999755859375,431.75,428.3399963378906,429.7200012207031,413.09930419921875,4696000
2021-11-10,428.0899963378906,429.7300109863281,424.80999755859375,426.260009765625,409.7731628417969,6350700
2021-11-11,427.70001220703125,427.82000732421875,426.3900146484375,426.3999938964844,409.90771484375,3634600
2021-11-12,427.6600036621094,430.1700134277344,426.7300109863281,429.57000732421875,412.9551086425781,3655500
2021-11-15,430.95001220703125,431.010009765625,428.6499938964844,429.7699890136719,413.14739990234375,3122300
2021-11-16,429.5199890136719,432.5899963378906,429.4700012207031,431.4100036621094,414.7239685058594,3267000
2021-11-17,431.239990234375,431.3900146484375,429.8399963378906,430.3699951171875,413.7241516113281,3764900
2021-11-18,431.44000244140625,432.1700134277344,428.79998779296875,431.8599853515625,415.1565246582031,4732200
2021-11-19,431.8699951171875,432.989990234375,430.3800048828125,431.04998779296875,414.37786865234375,4886200
2021-11-22,432.92999267578125,435.4100036621094,429.7200012207031,429.9100036621094,413.2820129394531,4868300
2021-11-23,429.57000732421875,431.2900085449219,427.0400085449219,430.4700012207031,413.8202819824219,6795200
2021-11-24,428.55999755859375,431.75,427.7099914550781,431.5299987792969,414.8393249511719,4569600
2021-11-26,425.19000244140625,426.5199890136719,420.8999938964844,422.1400146484375,405.8125305175781,7702500
2021-11-29,426.7099914550781,428.9800109863281,424.54998779296875,427.239990234375,410.7152099609375,6300800
2021-11-30,424.79998779296875,426.6300048828125,418.6300048828125,419.05999755859375,402.85162353515625,8657600
2021-12-01,424.4700012207031,427.2200012207031,413.9700012207031,414.239990234375,398.2179870605469,8337000
2021-12-02,414.4200134277344,422.05999755859375,414.0299987792969,420.55999755859375,404.29364013671875,10417700
2021-12-03,422.1199951171875,423.19000244140625,412.7699890136719,416.8399963378906,400.71746826171875,10228900
2021-12-06,419.4100036621094,423.6600036621094,417.0,421.82000732421875,405.5048522949219,7289500
2021-12-07,426.9800109863281,431.1000061035156,426.94000244140625,430.489990234375,413.8394775390625,4731900
2021-12-08,430.95001220703125,432.1400146484375,429.239990234375,431.70001220703125,415.0027160644531,4476500
2021-12-09,430.4599914550781,431.32000732421875,428.6099853515625,428.760009765625,412.1764221191406,5035400
2021-12-10,431.44000244140625,432.9599914550781,428.95001220703125,432.8500061035156,416.1082458496094,6238300
2021-12-13,432.3599853515625,432.6600036621094,428.75,429.010009765625,412.4167785644531,5923900
2021-12-14,425.79998779296875,428.239990234375,423.20001220703125,426.0899963378906,409.6096496582031,6522900
2021-12-15,426.1099853515625,432.9800109863281,423.6700134277344,432.75,416.0121154785156,6871300
2021-12-16,434.55999755859375,434.79998779296875,427.3500061035156,428.8399963378906,412.2533264160156,7159500
2021-12-17,425.8500061035156,428.7900085449219,422.6700134277344,424.3900146484375,407.9754638671875,8882700
2021-12-20,419.3900146484375,420.2200012207031,416.29998779296875,419.79998779296875,403.5629577636719,9903400
2021-12-21,421.6499938964844,425.8500061035156,419.5199890136719,425.69000244140625,410.7250671386719,6916700
2021-12-22,425.45001220703125,430.0899963378906,425.32000732421875,429.989990234375,414.87384033203125,4992200
2021-12-23,430.9100036621094,434.1000061035156,430.8699951171875,432.6400146484375,417.4307556152344,5032700
2021-12-27,433.9800109863281,438.82000732421875,433.95001220703125,438.80999755859375,423.38385009765625,4986300
2021-12-28,439.2799987792969,440.19000244140625,437.6600036621094,438.4800109863281,423.0654602050781,4865800
2021-12-29,438.5,439.95001220703125,437.5400085449219,439.010009765625,423.5767822265625,4596700
2021-12-30,439.3900146484375,440.3599853515625,437.32000732421875,437.7699890136719,422.38037109375,3751800
2021-12-31,437.2300109863281,438.3800048828125,436.3900146484375,436.57000732421875,421.2225646972656,5185600
2022-01-03,437.92999267578125,439.2699890136719,435.6400146484375,439.25,423.8083190917969,6017300
2022-01-04,440.5799865722656,441.260009765625,437.2200012207031,439.07000732421875,423.63470458984375,6262200
2022-01-05,438.7799987792969,439.4100036621094,430.5299987792969,430.6600036621094,415.5203552246094,7539600
2022-01-06,430.20001220703125,432.8299865722656,427.8999938964844,430.0799865722656,414.960693359375,7971500
2022-01-07,430.2099914550781,431.3599853515625,427.20001220703125,428.5899963378906,413.5231018066406,6157500
2022-01-10,425.3800048828125,428.19000244140625,419.7699890136719,428.0299987792969,412.98272705078125,10481500
2022-01-11,427.67999267578125,431.95001220703125,424.7799987792969,431.7799987792969,416.6009826660156,7282400
2022-01-12,433.55999755859375,435.0400085449219,431.1400146484375,433.07000732421875,417.8456115722656,8270300
2022-01-13,434.0899963378906,434.7200012207031,426.0899963378906,427.1000061035156,412.0854797363281,7521300
2022-01-14,423.95001220703125,427.5799865722656,422.80999755859375,427.2300109863281,412.2109375,9960800
2022-01-18,422.6199951171875,424.9800109863281,417.3299865722656,419.739990234375,404.98419189453125,10681500
2022-01-19,421.1700134277344,422.5400085449219,415.07000732421875,415.3299865722656,400.7291564941406,8184100
2022-01-20,417.1700134277344,421.75,410.2900085449219,410.760009765625,396.3199157714844,8907600
2022-01-21,409.7099914550781,411.92999267578125,402.6600036621094,402.69000244140625,388.53363037109375,16225900
2022-01-24,397.260009765625,404.8800048828125,386.8399963378906,404.3699951171875,390.154541015625,22970700
2022-01-25,398.1700134277344,404.260009765625,392.7300109863281,399.4599914550781,385.4171142578125,16836300
2022-01-26,405.6600036621094,408.20001220703125,394.3399963378906,398.55999755859375,384.54876708984375,14377300
2022-01-27,402.92999267578125,405.9700012207031,394.82000732421875,396.5400085449219,382.5997619628906,12455200
2022-01-28,397.82000732421875,406.3299865722656,393.29998779296875,406.260009765625,391.97808837890625,12096800
2022-01-31,405.6700134277344,413.9700012207031,404.3500061035156,413.69000244140625,399.1469421386719,9200400
2022-02-01,414.3399963378906,417.0400085449219,410.8999938964844,416.3900146484375,401.7519836425781,8154900
2022-02-02,418.9800109863281,421.17999267578125,416.5400085449219,420.3599853515625,405.5823669433594,6726500
2022-02-03,414.5899963378906,416.42999267578125,409.7900085449219,410.5899963378906,396.1558532714844,7658300
2022-02-04,410.3399963378906,416.239990234375,408.05999755859375,412.5199890136719,398.01806640625,8210000
2022-02-07,413.2300109863281,414.6199951171875,409.8999938964844,411.1600036621094,396.7058410644531,5620900
2022-02-08,410.7200012207031,415.4599914550781,409.3500061035156,414.489990234375,399.91876220703125,5565700
2022-02-09,418.54998779296875,420.8699951171875,418.3500061035156,420.57000732421875,405.78509521484375,6284500
2022-02-10,414.92999267578125,420.79998779296875,411.1400146484375,413.17999267578125,398.65484619140625,9260500
2022-02-11,413.1499938964844,415.20001220703125,403.57000732421875,404.94000244140625,390.70452880859375,10458600
2022-02-14,404.42999267578125,405.989990234375,400.239990234375,403.6199951171875,389.430908203125,10167600
2022-02-15,408.17999267578125,410.2900085449219,407.4599914550781,410.1000061035156,395.6831359863281,6815000
2022-02-16,408.20001220703125,411.8900146484375,406.32000732421875,410.5899963378906,396.1558532714844,7743800
2022-02-17,407.489990234375,407.9800109863281,401.2300109863281,401.8599853515625,387.7327880859375,7541000
2022-02-18,402.1499938964844,403.30999755859375,397.0,399.2900085449219,385.2531433105469,10570800
2022-02-22,397.04998779296875,400.3699951171875,391.510009765625,394.9200134277344,381.0367431640625,10414700
2022-02-23,397.739990234375,398.32000732421875,387.3800048828125,387.80999755859375,374.17669677734375,12154900
2022-02-24,377.760009765625,394.1700134277344,377.5,393.7699890136719,379.9271545410156,21277200
2022-02-25,394.95001220703125,402.5199890136719,393.3999938964844,402.3699951171875,388.224853515625,11665200
2022-02-28,397.17999267578125,402.8500061035156,396.0,401.3599853515625,387.2503356933594,11855900
2022-03-01,400.010009765625,401.9200134277344,392.7900085449219,395.3399963378906,381.4419860839844,9124400
2022-03-02,397.7200012207031,404.1000061035156,396.7799987792969,402.6000061035156,388.4467468261719,8185200
2022-03-03,405.0199890136719,405.5400085449219,398.8800048828125,400.5799865722656,386.4977722167969,8745300
