,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-16,12.239999771118164,12.359999656677246,11.989999771118164,12.286999702453613,239100,0.0,0.0,0.0
2024-01-17,12.170000076293945,12.180000305175781,12.0,12.15999984741211,63400,0.0,0.0,0.0
2024-01-18,12.069999694824219,12.15999984741211,11.569999694824219,11.59000015258789,122400,0.0,0.0,0.0
2024-01-19,11.699999809265137,11.960000038146973,11.449999809265137,11.819999694824219,277700,0.0,0.0,0.0
2024-01-22,11.600000381469727,11.609999656677246,11.199999809265137,11.40999984741211,363700,0.0,0.0,0.0
2024-01-23,11.029999732971191,11.229999542236328,10.9399995803833,11.119999885559082,70400,0.0,0.0,0.0
2024-01-24,11.359999656677246,11.420000076293945,11.220000267028809,11.229999542236328,122000,0.0,0.0,0.0
2024-01-25,11.369999885559082,11.390000343322754,11.239999771118164,11.3100004196167,47400,0.0,0.0,0.0
2024-01-26,11.6899995803833,11.979999542236328,11.680000305175781,11.920000076293945,145400,0.0,0.0,0.0
2024-01-29,11.930000305175781,12.288999557495117,11.859999656677246,12.25,295400,0.0,0.0,0.0
2024-01-30,12.319999694824219,12.399999618530273,12.279999732971191,12.359999656677246,161300,0.0,0.0,0.0
2024-01-31,12.119999885559082,12.399999618530273,12.050000190734863,12.0600004196167,121300,0.0,0.0,0.0
2024-02-01,12.0,12.265000343322754,12.0,12.1899995803833,131600,0.0,0.0,0.0
2024-02-02,12.109999656677246,12.319999694824219,12.09000015258789,12.180000305175781,261600,0.0,0.0,0.0
2024-02-05,12.289999961853027,12.3100004196167,11.989999771118164,12.020000457763672,153700,0.0,0.0,0.0
2024-02-06,12.149999618530273,12.3100004196167,12.149999618530273,12.220000267028809,223500,0.0,0.0,0.0
2024-02-07,12.239999771118164,12.5600004196167,12.1899995803833,12.517000198364258,294700,0.0,0.0,0.0
2024-02-08,12.800000190734863,12.949000358581543,12.770000457763672,12.907999992370605,154400,0.0,0.0,0.0
2024-02-09,13.34000015258789,13.6899995803833,13.300000190734863,13.484000205993652,354400,0.0,0.0,0.0
2024-02-12,13.6899995803833,14.3100004196167,13.6899995803833,14.25,313100,0.0,0.0,0.0
2024-02-13,13.920000076293945,14.050000190734863,13.729999542236328,14.020999908447266,109800,0.0,0.0,0.0
2024-02-14,14.699999809265137,14.779999732971191,14.539999961853027,14.680999755859375,162600,0.0,0.0,0.0
2024-02-15,14.90999984741211,15.0,14.649999618530273,14.6899995803833,296800,0.0,0.0,0.0
2024-02-16,14.84000015258789,14.87399959564209,14.65999984741211,14.720000267028809,95800,0.0,0.0,0.0
2024-02-20,14.850000381469727,14.850000381469727,14.390999794006348,14.760000228881836,345500,0.0,0.0,0.0
2024-02-21,14.460000038146973,14.59000015258789,14.369999885559082,14.460000038146973,241300,0.0,0.0,0.0
2024-02-22,14.510000228881836,14.770000457763672,14.470000267028809,14.75,210900,0.0,0.0,0.0
2024-02-23,14.529999732971191,14.550000190734863,14.359999656677246,14.479999542236328,354100,0.0,0.0,0.0
2024-02-26,14.59000015258789,15.59000015258789,14.59000015258789,15.470000267028809,451000,0.0,0.0,0.0
2024-02-27,16.170000076293945,16.34000015258789,15.989999771118164,16.18000030517578,317600,0.0,0.0,0.0
2024-02-28,17.1299991607666,18.260000228881836,16.770000457763672,17.139999389648438,866500,0.0,0.0,0.0
2024-02-29,18.020000457763672,18.052000045776367,17.139999389648438,17.579999923706055,185000,0.0,0.0,0.0
2024-03-01,17.719999313354492,17.950000762939453,17.3799991607666,17.8799991607666,193900,0.0,0.0,0.0
2024-03-04,18.600000381469727,19.299999237060547,18.575000762939453,19.229999542236328,277000,0.0,0.0,0.0
2024-03-05,19.25,19.719999313354492,16.850000381469727,17.579999923706055,895900,0.0,0.0,0.0
2024-03-06,19.0,19.200000762939453,18.579999923706055,19.040000915527344,349300,0.0,0.0,0.0
2024-03-07,19.1299991607666,19.31999969482422,18.93000030517578,19.219999313354492,410000,0.0,0.0,0.0
2024-03-08,19.350000381469727,19.959999084472656,18.790000915527344,19.65999984741211,853900,0.0,0.0,0.0
2024-03-11,20.559999465942383,20.700000762939453,20.270000457763672,20.469999313354492,530100,0.0,0.0,0.0
2024-03-12,20.540000915527344,20.780000686645508,19.5,20.270000457763672,1044800,0.0,0.0,0.0
2024-03-13,20.6299991607666,20.8799991607666,20.399999618530273,20.860000610351562,1186700,0.0,0.0,0.0
2024-03-14,20.639999389648438,20.639999389648438,19.440000534057617,19.670000076293945,2462900,0.0,0.0,0.0
2024-03-15,19.219999313354492,20.040000915527344,19.15999984741211,19.59000015258789,605600,0.0,0.0,0.0
2024-03-18,19.299999237060547,19.43000030517578,18.899999618530273,18.979999542236328,1111000,0.0,0.0,0.0
2024-03-19,18.100000381469727,18.639999389648438,17.670000076293945,18.260000228881836,876700,0.0,0.0,0.0
2024-03-20,18.010000228881836,18.739999771118164,17.6200008392334,18.690000534057617,1115600,0.0,0.0,0.0
2024-03-21,19.200000762939453,19.209999084472656,18.40999984741211,18.510000228881836,1597800,0.0,0.0,0.0
2024-03-22,18.229999542236328,18.229999542236328,17.780000686645508,18.139999389648438,2831300,0.0,0.0,0.0
2024-03-25,19.010000228881836,20.200000762939453,19.010000228881836,20.170000076293945,890900,0.0,0.0,0.0
2024-03-26,20.139999389648438,20.139999389648438,19.68000030517578,19.719999313354492,1749200,0.0,0.0,0.0
2024-03-27,20.360000610351562,20.365999221801758,19.420000076293945,19.479999542236328,790600,0.0,0.0,0.0
